NaN	NaN	2026	2038	2048	2059	2067	2076	2083
0	6	7.81369863013699	1.5627397260274	1.20210748155954	0.473557492735575	0.411247296322999	0.195342465753425	0.12208904109589
0	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	10	NaN	NaN	NaN	NaN	NaN	NaN	15.627397260274
0	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	14	5.20913242009132	1.73637747336377	0.919258662369057	0.601053740779768	0.38115603073839	0.390684931506849	0.325570776255708
0	16	NaN	3.90684931506849	3.90684931506849	1.20210748155954	1.04182648401826	0.55812133072407	0.488356164383562
0	18	NaN	NaN	NaN	3.12547945205479	2.60456621004566	2.60456621004566	5.20913242009132
0	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	22	3.90684931506849	NaN	NaN	NaN	NaN	NaN	NaN
0	24	0.976712328767123	1.73637747336377	7.81369863013699	NaN	NaN	15.627397260274	15.627397260274
0	26	0.33972602739726	0.446497064579256	1.04182648401826	7.81369863013699	7.81369863013699	15.627397260274	15.627397260274
0	28	0.264871140004644	0.25618684033236	0.400702493853179	0.744161774298761	1.42067247820672	1.11624266144814	0.822494592645999
0	30	1.5627397260274	0.744161774298761	0.710336239103362	1.20210748155954	1.95342465753425	0.919258662369057	0.578792491121258
0	32	1.30228310502283	0.868188736681887	0.578792491121258	0.578792491121258	0.446497064579256	0.504109589041096	0.651141552511416
0	34	1.20210748155954	0.919258662369057	0.679452054794521	0.504109589041096	0.434094368340944	0.355168119551681	0.33972602739726
0	40	2.60456621004566	2.60456621004566	2.23248532289628	3.90684931506849	1.11624266144814	0.625095890410959	0.37208088714938
0	42	1.95342465753425	1.42067247820672	1.73637747336377	0.822494592645999	0.679452054794521	0.781369863013699	0.744161774298761
0	44	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726
0	46	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726
0	48	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	52	NaN	NaN	NaN	NaN	1.5627397260274	0.55812133072407	0.38115603073839
2	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	12	15.627397260274	7.81369863013699	5.20913242009132	3.12547945205479	1.42067247820672	1.20210748155954	0.710336239103362
2	14	3.90684931506849	1.42067247820672	0.976712328767123	0.446497064579256	0.294856552080641	0.244178082191781	0.175588733261505
2	16	NaN	NaN	NaN	NaN	1.73637747336377	0.538875767595654	0.37208088714938
2	18	NaN	NaN	NaN	7.81369863013699	2.60456621004566	1.11624266144814	0.744161774298761
2	20	7.81369863013699	NaN	NaN	NaN	15.627397260274	15.627397260274	15.627397260274
2	22	0.822494592645999	1.11624266144814	1.73637747336377	2.23248532289628	1.73637747336377	2.60456621004566	2.60456621004566
2	24	0.55812133072407	0.651141552511416	1.04182648401826	3.90684931506849	15.627397260274	NaN	NaN
2	26	0.55812133072407	0.919258662369057	1.73637747336377	NaN	NaN	15.627397260274	15.627397260274
2	28	0.400702493853179	0.446497064579256	0.822494592645999	1.95342465753425	3.90684931506849	1.73637747336377	1.73637747336377
2	30	1.30228310502283	1.20210748155954	1.20210748155954	1.73637747336377	5.20913242009132	1.30228310502283	0.781369863013699
2	32	3.12547945205479	1.30228310502283	0.822494592645999	0.679452054794521	0.504109589041096	0.33972602739726	0.363427843262185
2	34	0.538875767595654	0.38115603073839	0.38115603073839	0.400702493853179	0.347275494672755	0.332497814048382	0.312547945205479
2	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2	42	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726	0.00273972602739726
2	44	NaN	15.627397260274	15.627397260274	3.90684931506849	5.20913242009132	5.20913242009132	7.81369863013699
2	46	1.42067247820672	0.578792491121258	0.294856552080641	0.166248907024191	0.110052093382211	0.0970645792563601	0.0924698062738105
2	48	NaN	NaN	7.81369863013699	1.11624266144814	0.781369863013699	0.459629331184529	0.355168119551681
2	50	5.20913242009132	1.5627397260274	0.459629331184529	0.183851732473811	0.129152043473339	0.103492697087907	0.0976712328767123
4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4	12	NaN	NaN	NaN	NaN	15.627397260274	15.627397260274	15.627397260274
4	14	NaN	5.20913242009132	5.20913242009132	1.30228310502283	0.411247296322999	0.2056236481615	0.144698122780315
4	16	NaN	NaN	NaN	NaN	1.95342465753425	0.601053740779768	0.363427843262185
4	18	NaN	NaN	NaN	NaN	15.627397260274	3.90684931506849	1.42067247820672
4	20	NaN	NaN	NaN	NaN	NaN	NaN	5.20913242009132
4	22	0.434094368340944	0.411247296322999	0.744161774298761	0.919258662369057	1.20210748155954	1.42067247820672	1.73637747336377
4	24	0.781369863013699	0.868188736681887	1.30228310502283	1.5627397260274	2.60456621004566	5.20913242009132	3.90684931506849
4	26	0.520913242009132	0.601053740779768	0.679452054794521	1.95342465753425	2.23248532289628	7.81369863013699	5.20913242009132
4	28	0.538875767595654	0.504109589041096	0.578792491121258	0.868188736681887	1.11624266144814	0.781369863013699	0.710336239103362
4	30	3.12547945205479	2.60456621004566	3.12547945205479	3.90684931506849	15.627397260274	1.42067247820672	0.919258662369057
4	32	7.81369863013699	7.81369863013699	1.42067247820672	0.976712328767123	0.781369863013699	0.520913242009132	0.488356164383562
